Original_MDOT_Name,Standardized_Name,Edge_Nodes,AADT_Current,Station_Description,Match_Type
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",175352,IS695-.30 MI N OF IS795,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",165202,IS695-.40 MI N OF MD147,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",22130,MD695-.50 MI N OF MD157,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",33970,MD695-.40 MI S OF MD157,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",184432,IS695-.50 MI N OF STEVENSON RD,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",134122,IS695-.40 MI S OF US1 (BELAIR RD),exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",161050,IS695-.30 MI S OF MD147,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",176280,IS695-.10 MI N OF MD129,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",38230,MD695-.10 MI N OF BEACHWOOD RD,exact
BALTO BELTWAY,BALTO BELTWAY,"[{602433536, 602433538, 1930984963, 1328774662, 621518857, 621518858, 1930984972, 37575698, 658945556, 4244978709, 37486614, 37577243, 37576735, 37384740, 766890534, 37578285, 37575729, 366493745, 766890549, 37576760, 37576249, 1334544954, 37316156, 110590016, 1332715584, 37574728, 1905375310, 37576783, 1905375311, 37341268, 37334102, 37311063, 110356054, 37360219, 37423196, 96250976, 37412963, 37030500, 1328771173, 37577839, 11735704183, 602433660, 683302525, 671741566, 648096382, 37577347, 648096387, 37408390, 37574794, 37030029, 1332714637, 37577875, 37575831, 37423257, 1332714649, 658943135, 1334545060, 37575333, 37535416, 835034811, 37577918, 12018670784, 37574353, 9265750741, 37578460, 37318878, 1334545119, 37545185, 968161510, 110356199, 37408497, 37473528, 602416376, 602416377, 5294671102, 37397249, 37283075, 1328771340, 37575437, 112988942, 1327789838, 37575954, 37576468, 37577493, 37576986, 37475100, 105999644, 37303582, 393385757, 775383839, 37314337, 37040420, 648096036, 37574954, 37429554, 1325748024, 37097785, 1328771390, 37365574, 37367111, 8268909383, 37099338, 37240651, 582584139, 37367117, 37519185, 775383890, 37426007, 37574490, 1328774491, 266721629, 37575007, 37576031, 27029857, 1332714338, 37097829, 266721638, 103325035, 37333868, 1332714351, 1328774511, 37548402, 37577587, 658944381, 37396351, 10053084035, 1225946500, 37576583, 37039502, 37576078, 7487021968, 1332714901, 37577111, 1930984859, 1930984860, 37099422, 105790881, 37574561, 658944419, 37402536, 1332714408, 37423532, 37575084, 37347758, 11763173296, 37577137, 11763173297, 37039543, 37577657, 1930984890, 387550139, 387550140, 387550137, 37578175, 1930984895, 393530306, 1930984904, 1930984907, 37575629, 393530318, 1930984912, 1930984913, 37280722, 393530329, 37575131, 671374300, 1334544861, 664286691, 37304293, 105975273, 658944493, 602434545, 96250866, 393530356, 112934390, 37508094, 37520895}]",152560,IS695-.50 MI N OF MD146,exact
